GANGAFORGE,Ganga Forging Limited,EQ,1
GANGESSECU,Ganges Securities Limited,EQ,10
GARFIBRES,Garware Technical Fibres Limited,EQ,10
GATEWAY,Gateway Distriparks Limited,EQ,10
GATI,GATI Limited,EQ,2
GAYAHWS,Gayatri Highways Limited,EQ,2
GAYAPROJ,Gayatri Projects Limited,BE,2
GEECEE,GeeCee Ventures Limited,EQ,10
GEEKAYWIRE,Geekay Wires Limited,EQ,10
GENCON,Generic Engineering Construction and Projects Limited,EQ,5
GENESYS,Genesys International Corporation Limited,EQ,5
GENUSPAPER,Genus Paper & Boards Limited,EQ,1
GENUSPOWER,Genus Power Infrastructures Limited,EQ,1
GEOJITFSL,Geojit Financial Services Limited,EQ,1
GEPIL,GE Power India Limited,EQ,10
GESHIP,The Great Eastern Shipping Company Limited,EQ,10
GET&D,GE T&D India Limited,EQ,2
GFLLIMITED,GFL Limited,EQ,1
GHCL,GHCL Limited,EQ,10
GICHSGFIN,GIC Housing Finance Limited,EQ,10
GICRE,General Insurance Corporation of India,EQ,5
GILLANDERS,Gillanders Arbuthnot & Company Limited,EQ,10
GILLETTE,Gillette India Limited,EQ,10
GINNIFILA,Ginni Filaments Limited,EQ,10
GIPCL,Gujarat Industries Power Company Limited,EQ,10
GISOLUTION,GI Engineering Solutions Limited,EQ,10
GKWLIMITED,GKW Limited,EQ,10
GLAND,Gland Pharma Limited,EQ,1
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,EQ,10
GLENMARK,Glenmark Pharmaceuticals Limited,EQ,1
GLFL,Gujarat Lease Financing Limited,EQ,10
GLOBAL,Global Education Limited,EQ,5
GLOBALVECT,Global Vectra Helicorp Limited,EQ,10
GLOBE,Globe Textiles (India) Limited,EQ,2
GLOBUSSPR,Globus Spirits Limited,EQ,10
GLS,Glenmark Life Sciences Limited,EQ,2
GMBREW,GM Breweries Limited,EQ,10
GMDCLTD,Gujarat Mineral Development Corporation Limited,EQ,2
GMMPFAUDLR,GMM Pfaudler Limited,EQ,2
GMRINFRA,GMR Airports Infrastructure Limited,EQ,1
GMRP&UI,GMR Power and Urban Infra Limited,EQ,5
GNA,GNA Axles Limited,EQ,10
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,EQ,10
GOACARBON,Goa Carbon Limited,EQ,10
GOCLCORP,GOCL Corporation Limited,EQ,2
GOCOLORS,Go Fashion (India) Limited,EQ,10
GODFRYPHLP,Godfrey Phillips India Limited,EQ,2
GODHA,Godha Cabcon & Insulation Limited,EQ,1
GODREJAGRO,Godrej Agrovet Limited,EQ,10
GODREJCP,Godrej Consumer Products Limited,EQ,1
GODREJIND,Godrej Industries Limited,EQ,1
GODREJPROP,Godrej Properties Limited,EQ,5
GOENKA,Goenka Diamond and Jewels Limited,BZ,1
GOKEX,Gokaldas Exports Limited,EQ,5
GOKUL,Gokul Refoils and Solvent Limited,EQ,2
GOKULAGRO,Gokul Agro Resources Limited,EQ,2
GOLDENTOBC,Golden Tobacco Limited,BZ,10
GOLDIAM,Goldiam International Limited,EQ,2
GOLDTECH,Goldstone Technologies Limited,EQ,10
GOODLUCK,Goodluck India Limited,EQ,2
GOODYEAR,Goodyear India Limited,EQ,10
GOYALALUM,Goyal Aluminiums Limited,BE,10
GPIL,Godawari Power And Ispat limited,EQ,5
GPPL,Gujarat Pipavav Port Limited,EQ,10
GPTINFRA,GPT Infraprojects Limited,EQ,10
GRANULES,Granules India Limited,EQ,1
GRAPHITE,Graphite India Limited,EQ,2
GRASIM,Grasim Industries Limited,EQ,2
GRAUWEIL,Grauer & Weil (India) Limited,EQ,1
GRAVITA,Gravita India Limited,EQ,2
GREAVESCOT,Greaves Cotton Limited,EQ,2
GREENLAM,Greenlam Industries Limited,EQ,1
GREENPANEL,Greenpanel Industries Limited,EQ,1
GREENPLY,Greenply Industries Limited,EQ,1
GREENPOWER,Orient Green Power Company Limited,EQ,10
GRINDWELL,Grindwell Norton Limited,EQ,5
GRINFRA,G R Infraprojects Limited,EQ,5
GRMOVER,GRM Overseas Limited,EQ,2
GROBTEA,The Grob Tea Company Limited,EQ,10
GRPLTD,GRP Limited,BE,10
GRSE,Garden Reach Shipbuilders & Engineers Limited,EQ,10
GRWRHITECH,Garware Hi-Tech Films Limited,EQ,10
GSCLCEMENT,Gujarat Sidhee Cement Limited,EQ,10
GSFC,Gujarat State Fertilizers & Chemicals Limited,EQ,2
GSLSU,Global Surfaces Limited,BE,10
GSPL,Gujarat State Petronet Limited,EQ,10
GSS,GSS Infotech Limited,EQ,10
GTL,GTL Limited,EQ,10
GTLINFRA,GTL Infrastructure Limited,EQ,10
GTPL,GTPL Hathway Limited,EQ,10
GUFICBIO,Gufic Biosciences Limited,EQ,1
GUJALKALI,Gujarat Alkalies and Chemicals Limited,EQ,10
GUJAPOLLO,Gujarat Apollo Industries Limited,EQ,10
GUJGASLTD,Gujarat Gas Limited,EQ,2
GUJRAFFIA,Gujarat Raffia Industries Limited,BE,10
GULFOILLUB,Gulf Oil Lubricants India Limited,EQ,2
GULFPETRO,GP Petroleums Limited,EQ,5
GULPOLY,Gulshan Polyols Limited,EQ,1
GVKPIL,GVK Power & Infrastructure Limited,EQ,1
HAL,Hindustan Aeronautics Limited,EQ,10
HAPPSTMNDS,Happiest Minds Technologies Limited,EQ,2
HARDWYN,Hardwyn India Limited,EQ,10
HARIOMPIPE,Hariom Pipe Industries Limited,EQ,10
HARRMALAYA,Harrisons  Malayalam Limited,EQ,10
HARSHA,Harsha Engineers International Limited,EQ,10
HATHWAY,Hathway Cable & Datacom Limited,EQ,2
HATSUN,Hatsun Agro Product Limited,EQ,1
HAVELLS,Havells India Limited,EQ,1
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,BE,2
HBLPOWER,HBL Power Systems Limited,EQ,1
HBSL,HB Stockholdings Limited,EQ,10
HCC,Hindustan Construction Company Limited,EQ,1
HCG,Healthcare Global Enterprises Limited,EQ,10
HCL-INSYS,HCL Infosystems Limited,EQ,2
HCLTECH,HCL Technologies Limited,EQ,2
HDFC,Housing Development Finance Corporation Limited,EQ,2
HDFCAMC,HDFC Asset Management Company Limited,EQ,5
HDFCBANK,HDFC Bank Limited,EQ,1
HDFCLIFE,HDFC Life Insurance Company Limited,EQ,10
HDIL,Housing Development and Infrastructure Limited,BZ,10
HEADSUP,Heads UP Ventures Limited,EQ,10
HECPROJECT,HEC Infra Projects Limited,EQ,10
HEG,HEG Limited,EQ,10
HEIDELBERG,HeidelbergCement India Limited,EQ,10
HEMIPROP,Hemisphere Properties India Limited,EQ,10
HERANBA,Heranba Industries Limited,EQ,10
HERCULES,Hercules Hoists Limited,EQ,1
HERITGFOOD,Heritage Foods Limited,EQ,5
HEROMOTOCO,Hero MotoCorp Limited,EQ,2
HESTERBIO,Hester Biosciences Limited,EQ,10
HEUBACHIND,Heubach Colorants India Limited,EQ,10
HEXATRADEX,Hexa Tradex Limited,EQ,2
HFCL,HFCL Limited,EQ,1
HGINFRA,H.G. Infra Engineering Limited,EQ,10
HGS,Hinduja Global Solutions Limited,EQ,10
HIKAL,Hikal Limited,EQ,2
HIL,HIL Limited,EQ,10
HILTON,Hilton Metal Forging Limited,BE,10
HIMATSEIDE,Himatsingka Seide Limited,EQ,5
HINDALCO,Hindalco Industries Limited,EQ,1
HINDCOMPOS,Hindustan Composites Limited,EQ,5
HINDCON,Hindcon Chemicals Limited,EQ,10
HINDCOPPER,Hindustan Copper Limited,EQ,5
HINDMOTORS,Hindustan Motors Limited,EQ,5
HINDOILEXP,Hindustan Oil Exploration Company Limited,EQ,10
HINDPETRO,Hindustan Petroleum Corporation Limited,EQ,10
HINDUNILVR,Hindustan Unilever Limited,EQ,1
HINDWAREAP,Hindware Home Innovation Limited,EQ,2
HINDZINC,Hindustan Zinc Limited,EQ,2
HIRECT,Hind Rectifiers Limited,EQ,2
HISARMETAL,Hisar Metal Industries Limited,EQ,10
HITECH,Hi-Tech Pipes Limited,EQ,1
HITECHCORP,Hitech Corporation Limited,EQ,10
HITECHGEAR,The Hi-Tech Gears Limited,EQ,10
HLEGLAS,HLE Glascoat Limited,EQ,2
HLVLTD,HLV LIMITED,EQ,2
HMT,HMT Limited,BZ,10
HMVL,Hindustan Media Ventures Limited,EQ,10
HNDFDS,Hindustan Foods Limited,EQ,2
HOMEFIRST,Home First Finance Company India Limited,EQ,2
HONAUT,Honeywell Automation India Limited,EQ,10
HONDAPOWER,Honda India Power Products Limited,EQ,10
HOVS,HOV Services Limited,EQ,10
HPAL,HP Adhesives Limited,EQ,10
HPIL,Hindprakash Industries Limited,BE,10
HPL,HPL Electric & Power Limited,EQ,10
HSCL,Himadri Speciality Chemical Limited,EQ,1
HTMEDIA,HT Media Limited,EQ,2
HUBTOWN,Hubtown Limited,EQ,10
HUDCO,Housing & Urban Development Corporation Limited,EQ,10
HUHTAMAKI,Huhtamaki India Limited,EQ,2
HYBRIDFIN,Hybrid Financial Services Limited,EQ,5
IBREALEST,Indiabulls Real Estate Limited,EQ,2
IBULHSGFIN,Indiabulls Housing Finance Limited,EQ,2
ICDSLTD,ICDS Limited,BE,10
ICEMAKE,Ice Make Refrigeration Limited,EQ,10
ICICIBANK,ICICI Bank Limited,EQ,2
ICICIGI,ICICI Lombard General Insurance Company Limited,EQ,10
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,EQ,10
ICIL,Indo Count Industries Limited,EQ,2
ICRA,ICRA Limited,EQ,10
IDBI,IDBI Bank Limited,EQ,10
IDEA,Vodafone Idea Limited,EQ,10
IDFC,IDFC Limited,EQ,10
IDFCFIRSTB,IDFC First Bank Limited,EQ,10
IEL,Indiabulls Enterprises Limited,EQ,2
IEX,Indian Energy Exchange Limited,EQ,1
IFBAGRO,IFB Agro Industries Limited,EQ,10
IFBIND,IFB Industries Limited,EQ,10
IFCI,IFCI Limited,EQ,10
IFGLEXPOR,IFGL Refractories Limited,EQ,10
IGARASHI,Igarashi Motors India Limited,EQ,10
IGL,Indraprastha Gas Limited,EQ,2
IGPL,IG Petrochemicals Limited,EQ,10
IIFL,IIFL Finance Limited,EQ,2
IIFLSEC,IIFL Securities Limited,EQ,2
IITL,Industrial Investment Trust Limited,EQ,10
IL&FSENGG,IL&FS Engineering and Construction Company Limited,BZ,10
IL&FSTRANS,IL&FS Transportation Networks Limited,BZ,10
IMAGICAA,Imagicaaworld Entertainment Limited,EQ,10
IMFA,Indian Metals & Ferro Alloys Limited,EQ,10
IMPAL,India Motor Parts and Accessories Limited,EQ,10
IMPEXFERRO,Impex Ferro Tech Limited,BE,10
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,EQ,10
INDBANK,Indbank Merchant Banking Services Limited,EQ,10
INDHOTEL,The Indian Hotels Company Limited,EQ,1
INDIACEM,The India Cements Limited,EQ,10
INDIAGLYCO,India Glycols Limited,EQ,10
INDIAMART,Indiamart Intermesh Limited,EQ,10
INDIANB,Indian Bank,EQ,10
INDIANCARD,Indian Card Clothing Company Limited,EQ,10
INDIANHUME,Indian Hume Pipe Company Limited,EQ,2
INDIGO,InterGlobe Aviation Limited,EQ,10
INDIGOPNTS,Indigo Paints Limited,EQ,10
INDLMETER,IMP Powers Limited,BZ,10
INDNIPPON,India Nippon Electricals Limited,EQ,5
INDOAMIN,Indo Amines Limited,EQ,5
INDOBORAX,Indo Borax & Chemicals Limited,EQ,1
INDOCO,Indoco Remedies Limited,EQ,2
INDORAMA,Indo Rama Synthetics (India) Limited,EQ,10
INDOSTAR,IndoStar Capital Finance Limited,BE,10
INDOTECH,Indo Tech Transformers Limited,EQ,10
INDOTHAI,Indo Thai Securities Limited,BE,10
INDOWIND,Indowind Energy Limited,EQ,10
INDRAMEDCO,Indraprastha Medical Corporation Limited,BE,10
INDSWFTLAB,Ind-Swift Laboratories Limited,EQ,10
INDSWFTLTD,Ind-Swift Limited,EQ,2
INDTERRAIN,Indian Terrain Fashions Limited,EQ,2
INDUSINDBK,IndusInd Bank Limited,EQ,10
INDUSTOWER,Indus Towers Limited,EQ,10
INFIBEAM,Infibeam Avenues Limited,EQ,1
INFOBEAN,InfoBeans Technologies Limited,EQ,10
INFOMEDIA,Infomedia Press Limited,EQ,10
INFY,Infosys Limited,EQ,5
INGERRAND,Ingersoll Rand (India) Limited,EQ,10
INOXGREEN,Inox Green Energy Services Limited,EQ,10
INOXWIND,Inox Wind Limited,EQ,10
INSECTICID,Insecticides (India) Limited,EQ,10
INSPIRISYS,Inspirisys Solutions Limited,EQ,10
INTELLECT,Intellect Design Arena Limited,EQ,5
INTENTECH,Intense Technologies Limited,EQ,2
INTLCONV,International Conveyors Limited,EQ,1
INVENTURE,Inventure Growth & Securities Limited,EQ,1
IOB,Indian Overseas Bank,EQ,10
IOC,Indian Oil Corporation Limited,EQ,10
IOLCP,IOL Chemicals and Pharmaceuticals Limited,EQ,10
IONEXCHANG,ION Exchange (India) Limited,EQ,10
IPCALAB,IPCA Laboratories Limited,EQ,1
IPL,India Pesticides Limited,EQ,1
IRB,IRB Infrastructure Developers Limited,EQ,1
IRCON,Ircon International Limited,EQ,2
IRCTC,Indian Railway Catering And Tourism Corporation Limited,EQ,2
IRFC,Indian Railway Finance Corporation Limited,EQ,10
IRIS,Iris Business Services Limited,EQ,10
IRISDOREME,Iris Clothings Limited,EQ,10
ISEC,ICICI Securities Limited,EQ,5
ISFT,Intrasoft Technologies Limited,EQ,10
ISGEC,Isgec Heavy Engineering Limited,EQ,1
ISMTLTD,ISMT Limited,EQ,5
ITC,ITC Limited,EQ,1
ITDC,India Tourism Development Corporation Limited,EQ,10
ITDCEM,ITD Cementation India Limited,EQ,1
ITI,ITI Limited,EQ,10
IVC,IL&FS Investment Managers Limited,EQ,2
IVP,IVP Limited,EQ,10
IWEL,Inox Wind Energy Limited,EQ,10
IZMO,IZMO Limited,EQ,10
J&KBANK,The Jammu & Kashmir Bank Limited,EQ,1
JAGRAN,Jagran Prakashan Limited,EQ,2
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,EQ,5
JAIBALAJI,Jai Balaji Industries Limited,EQ,10
JAICORPLTD,Jai Corp Limited,EQ,1
JAIPURKURT,Nandani Creation Limited,EQ,10
JAMNAAUTO,Jamna Auto Industries Limited,EQ,1
JASH,Jash Engineering Limited,EQ,10
JAYAGROGN,Jayant Agro Organics Limited,EQ,5
JAYBARMARU,Jay Bharat Maruti Limited,EQ,5
JAYNECOIND,Jayaswal Neco Industries Limited,EQ,10
JAYSREETEA,Jayshree Tea & Industries Limited,EQ,5
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,EQ,2
JBMA,JBM Auto Limited,EQ,2
JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,EQ,10
JETAIRWAYS,Jet Airways (India) Limited,BZ,10
JETFREIGHT,Jet Freight Logistics Limited,EQ,5
JHS,JHS Svendgaard Laboratories Limited,EQ,10
JINDALPHOT,Jindal Photo Limited,EQ,10
JINDALPOLY,Jindal Poly Films Limited,EQ,10
JINDALSAW,Jindal Saw Limited,EQ,2
JINDALSTEL,Jindal Steel & Power Limited,EQ,1
JINDRILL,Jindal Drilling And Industries Limited,EQ,5
JINDWORLD,Jindal Worldwide Limited,EQ,1
JISLDVREQS,Jain Irrigation Systems Limited,EQ,2
JISLJALEQS,Jain Irrigation Systems Limited,EQ,2
JITFINFRA,JITF Infralogistics Limited,BE,2
JKCEMENT,JK Cement Limited,EQ,10
JKIL,J.Kumar Infraprojects Limited,EQ,5
JKLAKSHMI,JK Lakshmi Cement Limited,EQ,5
JKPAPER,JK Paper Limited,EQ,10
JKTYRE,JK Tyre & Industries Limited,EQ,2
JMA,Jullundur Motor Agency (Delhi) Limited,EQ,2
JMFINANCIL,JM Financial Limited,EQ,1
JOCIL,Jocil Limited,EQ,10
JPASSOCIAT,Jaiprakash Associates Limited,EQ,2
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,EQ,10
JPPOWER,Jaiprakash Power Ventures Limited,EQ,10
JSL,Jindal Stainless Limited,EQ,2
JSWENERGY,JSW Energy Limited,EQ,10
JSWHL,JSW Holdings Limited,EQ,10
JSWISPL,JSW Ispat Special Products Limited,EQ,10
JSWSTEEL,JSW Steel Limited,EQ,1
JTEKTINDIA,Jtekt India Limited,EQ,1
JTLIND,JTL INDUSTRIES LIMITED,EQ,2
JUBLFOOD,Jubilant Foodworks Limited,EQ,2
JUBLINDS,Jubilant Industries Limited,EQ,10
JUBLINGREA,Jubilant Ingrevia Limited,EQ,1
JUBLPHARMA,Jubilant Pharmova Limited,EQ,1
JUSTDIAL,Just Dial Limited,EQ,10
JWL,Jupiter Wagons Limited,EQ,10
JYOTHYLAB,Jyothy Labs Limited,EQ,1
JYOTISTRUC,Jyoti Structures Limited,BZ,2
KABRAEXTRU,Kabra Extrusion Technik Limited,EQ,5
KAJARIACER,Kajaria Ceramics Limited,EQ,1
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,EQ,10
KALPATPOWR,Kalpataru Power Transmission Limited,EQ,2
KALYANI,Kalyani Commercials Limited,BE,10
KALYANIFRG,Kalyani Forge Limited,BE,10
KALYANKJIL,Kalyan Jewellers India Limited,EQ,10
KAMATHOTEL,Kamat Hotels (I) Limited,EQ,10
KAMDHENU,Kamdhenu Limited,EQ,10
KAMOPAINTS,Kamdhenu Ventures Limited,EQ,5
KANANIIND,Kanani Industries Limited,EQ,1
KANORICHEM,Kanoria Chemicals & Industries Limited,EQ,5
KANPRPLA,Kanpur Plastipack Limited,EQ,10
KANSAINER,Kansai Nerolac Paints Limited,EQ,1
KAPSTON,Kapston Services Limited,EQ,10
KARMAENG,Karma Energy Limited,BE,10
KARURVYSYA,Karur Vysya Bank Limited,EQ,2
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,EQ,10
KAVVERITEL,Kavveri Telecom Products Limited,EQ,10
KAYA,Kaya Limited,EQ,10
KAYNES,Kaynes Technology India Limited,EQ,10
KBCGLOBAL,KBC Global Limited,BE,1
KCP,KCP Limited,EQ,1
KCPSUGIND,KCP Sugar and Industries Corporation Limited,EQ,1
KDDL,KDDL Limited,EQ,10
KEC,KEC International Limited,EQ,2
KECL,Kirloskar Electric Company Limited,EQ,10
KEEPLEARN,DSJ Keep Learning Limited,BE,1
KEI,KEI Industries Limited,EQ,2
KELLTONTEC,Kellton Tech Solutions Limited,EQ,5
KENNAMET,Kennametal India Limited,EQ,10
KERNEX,Kernex Microsystems (India) Limited,BE,10
KESORAMIND,Kesoram Industries Limited,EQ,10
KEYFINSERV,Keynote Financial Services Limited,EQ,10
KFINTECH,Kfin Technologies Limited,EQ,10
KHADIM,Khadim India Limited,EQ,10
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,EQ,1
KHAITANLTD,Khaitan (India) Limited,EQ,10
KHANDSE,Khandwala Securities Limited,EQ,10
KICL,Kalyani Investment Company Limited,EQ,10
KILITCH,Kilitch Drugs (India) Limited,EQ,10
KIMS,Krishna Institute of Medical Sciences Limited,EQ,10
KINGFA,Kingfa Science & Technology (India) Limited,EQ,10
KIOCL,KIOCL Limited,EQ,10
KIRIINDUS,Kiri Industries Limited,EQ,10
KIRLFER,Kirloskar Ferrous Industries Ltd,EQ,5
KIRLOSBROS,Kirloskar Brothers Limited,EQ,2
KIRLOSENG,Kirloskar Oil Engines Limited,EQ,2
KIRLOSIND,Kirloskar Industries Limited,EQ,10
KITEX,Kitex Garments Limited,EQ,1
KKCL,Kewal Kiran Clothing Limited,EQ,10
KMSUGAR,K.M.Sugar Mills Limited,EQ,2
KNRCON,KNR Constructions Limited,EQ,2
KOHINOOR,Kohinoor Foods Limited,EQ,10
KOKUYOCMLN,Kokuyo Camlin Limited,EQ,1
KOLTEPATIL,Kolte - Patil Developers Limited,EQ,10
KOPRAN,Kopran Limited,EQ,10
KOTAKBANK,Kotak Mahindra Bank Limited,EQ,5
KOTARISUG,Kothari Sugars And Chemicals Limited,EQ,10
KOTHARIPET,Kothari Petrochemicals Limited,EQ,10
KOTHARIPRO,Kothari Products Limited,EQ,10
KOVAI,Kovai Medical Center and Hospital Limited,EQ,10
KPIGREEN,KPI Green Energy Limited,EQ,10
KPITTECH,KPIT Technologies Limited,EQ,10
KPRMILL,K.P.R. Mill Limited,EQ,1
KRBL,KRBL Limited,EQ,1
KREBSBIO,Krebs Biochemicals and Industries Limited,EQ,10
KRIDHANINF,Kridhan Infra Limited,EQ,2
KRISHANA,Krishana Phoschem Limited,EQ,10
KRITI,Kriti Industries (India) Limited,EQ,1
KRITIKA,Kritika Wires Limited,EQ,2
KRITINUT,Kriti Nutrients Limited,EQ,1
KRSNAA,Krsnaa Diagnostics Limited,EQ,5
KSB,Ksb Limited,EQ,10
KSCL,Kaveri Seed Company Limited,EQ,2
KSHITIJPOL,Kshitij Polyline Limited,EQ,2
KSL,Kalyani Steels Limited,EQ,5
KSOLVES,Ksolves India Limited,EQ,10
KTKBANK,The Karnataka Bank Limited,EQ,10
KUANTUM,Kuantum Papers Limited,EQ,1
L&TFH,L&T Finance Holdings Limited,EQ,10
LAGNAM,Lagnam Spintex Limited,EQ,10
LAKPRE,Lakshmi Precision Screws Limited,BZ,10
LALPATHLAB,Dr. Lal Path Labs Ltd.,EQ,10
LAMBODHARA,Lambodhara Textiles Limited,EQ,5
LANCER,Lancer Container Lines Limited,EQ,5
LANDMARK,Landmark Cars Limited,EQ,5
LAOPALA,La Opala RG Limited,EQ,2
LASA,Lasa Supergenerics Limited,EQ,10
LATENTVIEW,Latent View Analytics Limited,EQ,1
LAURUSLABS,Laurus Labs Limited,EQ,2
LAXMICOT,Laxmi Cotspin Limited,EQ,10
LAXMIMACH,Lakshmi Machine Works Limited,EQ,10
LCCINFOTEC,LCC Infotech Limited,EQ,2
LEMONTREE,Lemon Tree Hotels Limited,EQ,10
LEXUS,Lexus Granito (India) Limited,EQ,10
LFIC,Lakshmi Finance & Industrial Corporation Limited,EQ,10
LGBBROSLTD,LG Balakrishnan & Bros Limited,EQ,10
LGBFORGE,LGB Forge Limited,EQ,1
LIBAS,Libas Consumer Products Limited,EQ,10
LIBERTSHOE,Liberty Shoes Limited,EQ,10
LICHSGFIN,LIC Housing Finance Limited,EQ,2
LICI,Life Insurance Corporation Of India,EQ,10
LIKHITHA,Likhitha Infrastructure Limited,EQ,5
LINC,Linc Limited,EQ,10
LINCOLN,Lincoln Pharmaceuticals Limited,EQ,10
LINDEINDIA,Linde India Limited,EQ,10
LODHA,Macrotech Developers Limited,EQ,10
LOKESHMACH,Lokesh Machines Limited,EQ,10
LOTUSEYE,Lotus Eye Hospital and Institute Limited,EQ,10
LOVABLE,Lovable Lingerie Limited,EQ,10
LOYALTEX,Loyal Textile Mills Limited,EQ,10
LPDC,Landmark Property Development Company Limited,EQ,1
LSIL,Lloyds Steels Industries Limited,EQ,1
LT,Larsen & Toubro Limited,EQ,2
LTIM,LTIMindtree Limited,EQ,1
LTTS,L&T Technology Services Limited,EQ,2
LUMAXIND,Lumax Industries Limited,EQ,10
LUMAXTECH,Lumax Auto Technologies Limited,EQ,2
LUPIN,Lupin Limited,EQ,2
LUXIND,Lux Industries Limited,EQ,2
LXCHEM,Laxmi Organic Industries Limited,EQ,2
LYKALABS,Lyka Labs Limited,EQ,10
LYPSAGEMS,Lypsa Gems & Jewellery Limited,EQ,10
M&M,Mahindra & Mahindra Limited,EQ,5
M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,2
MAANALU,Maan Aluminium Limited,EQ,10
MACPOWER,Macpower CNC Machines Limited,EQ,10
MADHAV,Madhav Marbles and Granites Limited,EQ,10
MADHUCON,Madhucon Projects Limited,EQ,1
MADRASFERT,Madras Fertilizers Limited,EQ,10
MAGADSUGAR,Magadh Sugar & Energy Limited,EQ,10
MAGNUM,Magnum Ventures Limited,EQ,10
MAHABANK,Bank of Maharashtra,EQ,10
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,EQ,10
MAHASTEEL,Mahamaya Steel Industries Limited,EQ,10
MAHEPC,Mahindra EPC Irrigation Limited,EQ,10
MAHESHWARI,Maheshwari Logistics Limited,EQ,10
MAHINDCIE,Mahindra CIE Automotive Limited,EQ,10
MAHLIFE,Mahindra Lifespace Developers Limited,EQ,10
MAHLOG,Mahindra Logistics Limited,EQ,10
MAHSCOOTER,Maharashtra Scooters Limited,EQ,10
MAHSEAMLES,Maharashtra Seamless Limited,EQ,5
MAITHANALL,Maithan Alloys Limited,EQ,10
MALLCOM,Mallcom (India) Limited,EQ,10
MALUPAPER,Malu Paper Mills Limited,EQ,10
MANAKALUCO,Manaksia Aluminium Company Limited,EQ,1
MANAKCOAT,Manaksia Coated Metals & Industries Limited,EQ,1
MANAKSIA,Manaksia Limited,EQ,2
MANAKSTEEL,Manaksia Steels Limited,EQ,1
MANALIPETC,Manali Petrochemicals Limited,EQ,5
MANAPPURAM,Manappuram Finance Limited,EQ,2
MANGALAM,Mangalam Drugs And Organics Limited,EQ,10
MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,EQ,10
MANGLMCEM,Mangalam Cement Limited,EQ,10
MANINDS,Man Industries (India) Limited,EQ,5
MANINFRA,Man Infraconstruction Limited,EQ,2
MANOMAY,Manomay Tex India Limited,EQ,10
MANORAMA,Manorama Industries Limited,EQ,10
MANORG,Mangalam Organics Limited,EQ,10
MANUGRAPH,Manugraph India Limited,EQ,2
MANYAVAR,Vedant Fashions Limited,EQ,1
MAPMYINDIA,C.E. Info Systems Limited,EQ,2
MARALOVER,Maral Overseas Limited,EQ,10
MARATHON,Marathon Nextgen Realty Limited,EQ,5
MARICO,Marico Limited,EQ,1
MARINE,Marine Electricals (India) Limited,EQ,2
MARKSANS,Marksans Pharma Limited,EQ,1
MARSHALL,Marshall Machines Limited,BE,10
MARUTI,Maruti Suzuki India Limited,EQ,5
MASFIN,MAS Financial Services Limited,EQ,10
MASKINVEST,Mask Investments Limited,BE,10
MASTEK,Mastek Limited,EQ,5
MATRIMONY,Matrimony.Com Limited,EQ,5
MAWANASUG,Mawana Sugars Limited,EQ,10
MAXHEALTH,Max Healthcare Institute Limited,EQ,10
MAXIND,Max India Limited,EQ,10
MAXVIL,Max Ventures and Industries Limited,EQ,10
MAYURUNIQ,Mayur Uniquoters Ltd,EQ,5
MAZDA,Mazda Limited,EQ,10
MAZDOCK,Mazagon Dock Shipbuilders Limited,EQ,10
MBAPL,Madhya Bharat Agro Products Limited,EQ,10
MBLINFRA,MBL Infrastructure Limited,EQ,10
MCDOWELL-N,United Spirits Limited,EQ,2
MCL,Madhav Copper Limited,EQ,5
MCLEODRUSS,Mcleod Russel India Limited,BE,5
MCX,Multi Commodity Exchange of India Limited,EQ,10
MEDANTA,Global Health Limited,EQ,2
MEDICAMEQ,Medicamen Biotech Limited,EQ,10
MEDICO,Medico Remedies Limited,EQ,2
MEDPLUS,Medplus Health Services Limited,EQ,2
MEGASOFT,Megasoft Limited,EQ,10
MEGASTAR,Megastar Foods Limited,EQ,10
MELSTAR,Melstar Information Technologies Limited,BZ,10
MENONBE,Menon Bearings Limited,EQ,1
MEP,MEP Infrastructure Developers Limited,EQ,10
METALFORGE,Metalyst Forgings Limited,BZ,10
METROBRAND,Metro Brands Limited,EQ,5
METROPOLIS,Metropolis Healthcare Limited,EQ,2
MFL,Meghmani Finechem Limited,EQ,10
MFSL,Max Financial Services Limited,EQ,2
MGEL,Mangalam Global Enterprise Limited,EQ,2
MGL,Mahanagar Gas Limited,EQ,10
MHLXMIRU,Mahalaxmi Rubtech Limited,EQ,10
MHRIL,Mahindra Holidays & Resorts India Limited,EQ,10
MICEL,MIC Electronics Limited,EQ,2
MIDHANI,Mishra Dhatu Nigam Limited,EQ,10
MINDACORP,Minda Corporation Limited,EQ,2
MINDTECK,Mindteck (India) Limited,EQ,10
